,Predicted_LGBM,Predicted_XGB,Predicted_RF,Predicted_LogReg,satisfied,id
2158,0.96751495,0.788668275,0.97101852,0.6100750850797908,1,18066
2159,0.78236049,0.761431992,0.94898148,0.6017628150746287,1,19781
2160,0.91726983,0.777491391,0.96574074,0.5740611678667367,1,14482
2161,0.76796714,0.6166433689999999,0.92888889,0.7087235781699209,1,12718
2162,0.9793709,0.791904211,0.92425926,0.7220209492303064,1,17146
2163,0.56831857,0.41984924700000004,0.89398148,0.42902835942422574,1,3072
2164,0.9157606,0.777491391,0.96203704,0.5982716502440687,1,15871
2165,0.9650645,0.77780211,0.97842593,0.6226681873260808,1,30217
2166,0.93736247,0.706617713,0.96685185,0.6513348908996691,1,4972
2167,0.92847503,0.721318603,0.97175926,0.7347092915787921,1,23532
2168,0.7369944,0.667688727,0.70319444,0.7104974658013383,1,12012
2169,0.60794526,0.667688727,0.1137963,0.7446100213637421,0,29774
2170,0.97630297,0.791904211,0.98601852,0.6595773184147314,1,34525
2171,0.95589203,0.791904211,0.87527778,0.5143639256767659,1,23294
2172,0.96734055,0.779914856,0.90712963,0.6202713685594198,1,1995
2173,0.11969615,0.29061147600000004,0.35861111,0.3952763924356213,0,36036
2174,0.76469199,0.7107041479999999,0.67263889,0.6965803902387602,1,11413
2175,0.78077163,0.73807466,0.96537037,0.6044755008361413,1,25610
2176,0.8391004,0.7107041479999999,0.79074074,0.7167036993950064,1,20707
2177,0.94793879,0.7776451109999999,0.97546296,0.6626044690710053,1,10789
2178,0.96251538,0.791904211,0.93444444,0.6995708387453959,1,11006
2179,0.74094629,0.6673185229999999,0.18399206,0.7339310485835641,0,15530
2180,0.12190486,0.294672251,0.22492593,0.5188218365120155,0,23762
2181,0.71753188,0.703049898,0.13435185,0.3996459447994321,0,3668
2182,0.94939046,0.706617713,0.92074074,0.6447318099015157,1,8310
2183,0.55549546,0.424938291,0.91990741,0.6790339667367735,1,947
2184,0.93310721,0.791904211,0.96675926,0.7421131857492844,1,23245
2185,0.97531451,0.791904211,0.97824074,0.7697306314129273,1,25060
2186,0.95852185,0.779914856,0.96287037,0.6035269928656923,1,9940
2187,0.30737167,0.343780994,0.08578704,0.6507872532244264,0,12852
2188,0.91967925,0.761431992,0.9725,0.6933942768877933,1,11689
2189,0.524757,0.667688727,0.12601852,0.4783171887810255,0,6784
2190,0.95463802,0.791904211,0.97240741,0.6186135864214539,1,14040
2191,0.22310686,0.343780994,0.05055556,0.5606343744896302,0,37730
2192,0.96159114,0.791904211,0.97287037,0.583490975904841,1,17603
2193,0.89571745,0.779914856,0.18925926,0.6179566197667855,0,9630
2194,0.83036538,0.62348789,0.94759259,0.5477704575691765,1,28220
2195,0.90519116,0.616421044,0.94342593,0.4827921287634875,1,3053
2196,0.50234381,0.499677747,0.90199074,0.5414221725551911,1,23843
2197,0.97969261,0.791904211,0.9862037,0.6648353567952829,1,23005
2198,0.96545792,0.791904211,0.97287037,0.6754975678802634,1,35165
2199,0.95982329,0.706617713,0.89518519,0.7615916822234613,1,35879
2200,0.95168575,0.791904211,0.9687963,0.6512576533665297,1,27039
2201,0.41942417,0.37393692100000003,0.87712963,0.5013144722204131,1,32801
2202,0.91101343,0.706617713,0.9662963,0.5872236882434902,1,39056
2203,0.83230776,0.631239831,0.95416667,0.5504032191485667,1,37832
2204,0.53292431,0.434360355,0.92425926,0.501333192361943,1,19654
2205,0.96933276,0.779914856,0.97435185,0.6433681084882735,1,35505
2206,0.15661339,0.343780994,0.05083333,0.354918771280028,0,10834
2207,0.74695559,0.47190842,0.94731481,0.680242350210109,1,13499
2208,0.76472697,0.47190842,0.93833333,0.4740978932087324,1,8076
2209,0.06675,0.33075633600000004,0.03393519,0.5094099625205408,0,36993
2210,0.92982882,0.7382919790000001,0.9675,0.602668436522596,1,18878
2211,0.92817353,0.73807466,0.92518519,0.7839735971837279,1,22074
2212,0.04503172,0.21854724,0.03212963,0.6426605739976567,0,33993
2213,0.22973042,0.247027293,0.39083333,0.5587859870297046,0,4607
2214,0.86389253,0.761431992,0.94685185,0.5425478378838395,1,22860
2215,0.97309878,0.791904211,0.96203704,0.6779792154083857,1,14664
2216,0.5779773,0.6163420079999999,0.10398148,0.5300943692859961,0,13577
2217,0.96816371,0.791904211,0.93703704,0.7353509439702957,1,28307
2218,0.09299057,0.234587118,0.20509259,0.5387702246049593,0,31573
2219,0.97105204,0.791904211,0.97055556,0.7216052038529746,1,39103
2220,0.86759405,0.703049898,0.70444444,0.6235898067137694,0,39001
2221,0.67791372,0.73807466,0.12921296,0.5948453159254917,0,23900
2222,0.97816639,0.791904211,0.99032407,0.68780557393889,1,13912
2223,0.08623111,0.29061147600000004,0.27907407,0.4361342749130971,0,10895
2224,0.92144772,0.777491391,0.73740741,0.5376190563924528,1,9654
2225,0.83517629,0.721318603,0.68787037,0.4858576299062858,1,35849
2226,0.56515191,0.42899555,0.57041667,0.6343352618206954,0,34477
2227,0.95138555,0.7776451109999999,0.95157407,0.4414555504117889,1,28725
2228,0.80095637,0.675788343,0.84851852,0.6070875844866522,1,28368
2229,0.96334314,0.791904211,0.98092593,0.7139271996521044,1,12104
2230,0.9229884,0.791904211,0.9662037,0.7535305224907571,1,7077
2231,0.846359,0.667688727,0.71092593,0.6720569447302075,1,38862
2232,0.9256356,0.76286608,0.78273148,0.5507787251761008,1,6680
2233,0.97013689,0.791904211,0.91699074,0.7493833660823342,1,17200
2234,0.97807466,0.7776451109999999,0.90416667,0.6879760410866912,1,37714
2235,0.90053735,0.753093243,0.80138889,0.5720155624597415,1,33193
2236,0.95785484,0.762540817,0.97828704,0.5613471782620543,1,16031
2237,0.96670867,0.779914856,0.98314815,0.6625224809741319,1,3948
2238,0.2262192,0.26746884,0.42962963,0.3967220735677466,0,36637
2239,0.95968263,0.791904211,0.89694444,0.8688151251863492,1,8578
2240,0.16578959,0.33075633600000004,0.07143519,0.6545548035067944,0,5309
2241,0.484093,0.531425655,0.10253704,0.6204590005633461,0,30449
2242,0.25369052,0.294672251,0.05797238,0.5737607174726966,0,17706
2243,0.8620475,0.737944663,0.93032407,0.5505940470835866,1,18804
2244,0.26725943,0.398453265,0.09231481,0.4482041270874092,0,29753
2245,0.91661006,0.761431992,0.96787037,0.665607354357918,1,7710
2246,0.78142725,0.6973961,0.9425,0.6720926516525534,1,35299
2247,0.90457919,0.753093243,0.7687037,0.4007122943123201,1,17317
2248,0.59163136,0.41984924700000004,0.8977037,0.4353908072996206,1,20268
2249,0.93839047,0.748975873,0.96555556,0.4662461016515925,1,16017
2250,0.9613954,0.791904211,0.9875,0.7265052924393579,1,16532
2251,0.48762377,0.33075633600000004,0.55240741,0.6125715349956823,1,3268
2252,0.86793029,0.6973961,0.97768519,0.630245159033061,1,4980
2253,0.81885029,0.6673185229999999,0.83333333,0.6243337296612099,1,17329
2254,0.96522166,0.779914856,0.90976852,0.7404780290220594,1,10513
2255,0.91024303,0.73807466,0.99111111,0.7286384276302807,1,6476
2256,0.96180396,0.791904211,0.88435185,0.6955780495725448,1,11813
2257,0.15737181,0.314470619,0.04148148,0.604409428507501,0,9023
2258,0.82130904,0.6673185229999999,0.96782407,0.5773798248253037,1,12111
2259,0.41225856,0.370715439,0.90435185,0.5605795562638523,1,32380
2260,0.29447897,0.37532559,0.88097222,0.6867286419504546,1,29809
2261,0.72572996,0.721318603,0.75365608,0.5389313343147788,1,38400
2262,0.6911353,0.5362058279999999,0.12037037,0.5290034431569941,0,28644
2263,0.94903982,0.761431992,0.99425926,0.5923279357162395,1,2450
2264,0.79198582,0.6834080220000001,0.93972222,0.34497438683720394,1,11854
2265,0.98141472,0.791904211,0.9000463,0.7246867750777852,1,27378
2266,0.09706214,0.296670824,0.04240741,0.4523415737717421,0,11865
2267,0.1759504,0.393252879,0.06037037,0.6381365882918145,0,13928
2268,0.97926975,0.779914856,0.98907407,0.7079789366983051,1,15647
2269,0.94995353,0.73807466,0.97924217,0.6934488700592774,1,21175
2270,0.97180125,0.791904211,0.98592593,0.6100517996504521,1,16457
2271,0.14513788,0.296670824,0.30416667,0.4897385127590225,0,36028
2272,0.5103206,0.48740235,0.4437037,0.6879786979659991,0,36872
2273,0.87277518,0.706617713,0.97055556,0.6593232203149506,1,22928
2274,0.07778491,0.23268345,0.03613757,0.5346354211381358,0,5919
2275,0.13263302,0.254346967,0.05805556,0.4018547078009553,0,11132
2276,0.52586406,0.56795454,0.13425926,0.5899076521182053,0,38605
2277,0.90617005,0.7382919790000001,0.76134259,0.5976919189158513,1,807
2278,0.9197613,0.791904211,0.19666667,0.7195917056735209,0,37854
2279,0.91603335,0.779914856,0.9737037,0.607815450784256,1,35257
2280,0.17494165,0.365658462,0.04925926,0.5715717491814333,0,4451
2281,0.89834076,0.73807466,0.97833333,0.7177352627168331,1,4731
2282,0.95509427,0.7776451109999999,0.97259259,0.6353023490505604,1,16775
2283,0.94853391,0.791904211,0.96810185,0.5723525860428574,1,19029
2284,0.04945656,0.21854724,0.01907407,0.6410892006462978,0,2722
2285,0.88266029,0.779914856,0.7099537,0.5523446245776493,1,2915
2286,0.15526585,0.230392873,0.41199074,0.6657712109995819,1,23172
2287,0.1153412,0.23268345,0.06194444,0.6632307411162095,0,35856
2288,0.94212419,0.791904211,0.97972222,0.64287435176338,1,881
2289,0.8874562,0.761431992,0.96472222,0.6913721697599292,1,28790
2290,0.91315702,0.761431992,0.83286518,0.5773936959963031,1,14068
2291,0.63675146,0.631034791,0.91814815,0.6984714400365851,1,10109
2292,0.97890467,0.791904211,0.96365741,0.6785467818694382,1,33914
2293,0.92268406,0.761431992,0.95287037,0.6463709135629181,1,11959
2294,0.85056147,0.753093243,0.95074074,0.5606100140358771,1,16814
2295,0.84207723,0.6973961,0.95407407,0.6239729857993357,1,13475
2296,0.7852992,0.47190842,0.95092593,0.6468076158288871,1,4588
2297,0.50671422,0.449091643,0.13578704,0.6070469932814822,0,16829
2298,0.9457983,0.788668275,0.97953704,0.6050941069779705,1,9958
2299,0.93809234,0.788668275,0.96291667,0.4878884682535398,1,20179
2300,0.68824921,0.6563870310000001,0.15333333,0.7024736968929827,0,24785
2301,0.98082002,0.791904211,0.97527778,0.668793430334656,1,30909
2302,0.95365741,0.791904211,0.97979938,0.7110735828754124,1,14969
2303,0.97923368,0.791904211,0.99175926,0.7675244134055419,1,23464
2304,0.95581025,0.77780211,0.97689815,0.6495798905383331,1,20822
2305,0.88603027,0.6673185229999999,0.96273148,0.5739141870860289,1,376
2306,0.87981604,0.761431992,0.97365741,0.6370997677049375,1,896
2307,0.85681633,0.691396892,0.72953704,0.6204054872152186,1,4122
2308,0.93475321,0.791904211,0.95518519,0.4729012585380102,1,2611
2309,0.96070902,0.791904211,0.97740741,0.6487338173529803,1,11252
2310,0.8701172,0.6289874910000001,0.17,0.5533696583121746,0,24421
2311,0.8375943,0.706617713,0.19333333,0.5928203010533801,0,23827
2312,0.95675466,0.779914856,0.96,0.7148467324530419,1,34340
2313,0.01400548,0.21854724,0.04833333,0.5857127346685084,0,16073
2314,0.96393928,0.779914856,0.97425926,0.5395803724113123,1,7029
2315,0.97785155,0.791904211,0.97944444,0.6872917076389862,1,22012
2316,0.97928622,0.791904211,0.98305556,0.6329280340699773,1,27046
2317,0.90909301,0.63919127,0.77898148,0.5970817944128308,0,36798
2318,0.26913247,0.296670824,0.89537037,0.534405014561863,1,26193
2319,0.71663826,0.606363833,0.14625,0.5408804993280851,0,34641
2320,0.89929331,0.791904211,0.94546296,0.7536209338425685,1,11017
2321,0.75036105,0.721318603,0.15606481,0.4260790137006344,0,27213
2322,0.85678144,0.791904211,0.66675926,0.6073973740767706,1,11012
2323,0.93842492,0.788668275,0.885,0.4862314169094402,0,28550
2324,0.95977199,0.76286608,0.85576754,0.6993618706651673,1,20369
2325,0.92940634,0.791904211,0.97925926,0.6859477711884604,1,36687
2326,0.913549,0.73807466,0.97324074,0.6560973907041742,1,3346
2327,0.38581977,0.519986093,0.07148148,0.5260982976027405,0,35861
2328,0.43068323,0.365658462,0.43638889,0.6180704662902179,0,26231
2329,0.96692309,0.788668275,0.97898148,0.4678489240783845,1,15741
2330,0.96867719,0.791904211,0.99055556,0.7010975623763168,1,32826
2331,0.97091457,0.791904211,0.98592593,0.6764307231057932,1,12252
2332,0.98093951,0.791904211,0.98657407,0.6294286907302674,1,20725
2333,0.90523619,0.73807466,0.9274537,0.6926581459424492,1,37245
2334,0.93365655,0.779914856,0.96722222,0.35370428708660706,1,15051
2335,0.6342997,0.5604507329999999,0.91055556,0.4092839992526185,1,689
2336,0.81400597,0.631034791,0.95287037,0.6898065058248943,1,4545
2337,0.92197508,0.6973961,0.98817603,0.7026408602545843,1,25011
2338,0.82553572,0.640132964,0.95314815,0.4565840903515939,1,4833
2339,0.93003558,0.7740953559999999,0.97138889,0.577098919777167,1,11747
2340,0.94553817,0.761431992,0.97569312,0.6888985908929556,1,25992
2341,0.91051897,0.779914856,0.97763889,0.645634087504896,1,15584
2342,0.8831651,0.697127402,0.94407407,0.6510811247275439,1,9460
2343,0.89599599,0.6289874910000001,0.70416667,0.5379432065252558,1,1319
2344,0.97381334,0.791904211,0.98237654,0.7067888690438627,1,39134
2345,0.96924756,0.7776451109999999,0.97407407,0.6918200341082791,1,12180
2346,0.83593027,0.7107041479999999,0.17837963,0.709011519209927,0,15189
2347,0.93603713,0.777491391,0.78444444,0.7187179375032751,0,34453
2348,0.97670376,0.791904211,0.98305556,0.7474546307202267,1,36331
2349,0.32772315,0.37393692100000003,0.07986111,0.525621166042778,0,37462
2350,0.94812915,0.788668275,0.88518519,0.5681073422076522,1,31311
2351,0.34549234,0.393252879,0.05231481,0.6504169008482059,0,33012
2352,0.96150881,0.791904211,0.97949074,0.5801909498289658,1,25649
2353,0.81703027,0.6770535109999999,0.76433476,0.6591415119500733,1,12870
2354,0.96506812,0.779914856,0.96796296,0.663852308150931,1,988
2355,0.56144623,0.631239831,0.135,0.5909609988432679,0,17901
2356,0.9791104,0.791904211,0.97314815,0.6893305645297756,1,22692
2357,0.21517705,0.33075633600000004,0.06351852,0.7309978445446771,0,3435
2358,0.97247055,0.791904211,0.98009259,0.7144596677525005,1,9375
2359,0.89132976,0.667688727,0.96888889,0.6177810826542596,1,29765
2360,0.24964061,0.262387127,0.39037037,0.6074665812737786,0,1490
2361,0.83748301,0.706617713,0.81566667,0.6344668302824347,1,32707
2362,0.88254886,0.721318603,0.80356481,0.6659057399202679,1,25668
2363,0.95582594,0.791904211,0.97287037,0.6739365710076998,1,2636
2364,0.85372204,0.675788343,0.96444444,0.735008954711747,1,19834
2365,0.89876041,0.761431992,0.87009259,0.6607178853112747,1,28999
2366,0.72727542,0.706617713,0.92740741,0.5002985113059681,1,12272
2367,0.10601734,0.21854724,0.23851852,0.33256214663045736,0,31532
2368,0.40319813,0.43572431799999994,0.12578704,0.7301959216895471,0,38840
2369,0.10734514,0.33075633600000004,0.0475,0.3902350798883288,0,3533
2370,0.91781791,0.73807466,0.77638889,0.7106190285692068,1,2592
2371,0.97361345,0.791904211,0.97314815,0.7196742217111174,1,2524
2372,0.74521213,0.62348789,0.93490741,0.6410399970373158,1,10068
2373,0.55423638,0.56795454,0.13259259,0.44139347494468695,0,32913
2374,0.88364116,0.761431992,0.96287037,0.5633236965743023,1,12434
2375,0.91638034,0.706617713,0.95833333,0.5353738442785245,1,462
2376,0.74425608,0.540260792,0.93814815,0.61619742232932,1,14680
2377,0.93566309,0.761431992,0.99347222,0.5979574962481469,1,29838
2378,0.63866367,0.6166433689999999,0.09740741,0.6266825735852704,0,26028
2379,0.51130544,0.470939279,0.1487963,0.664447108805707,0,26091
2380,0.53803986,0.6000319120000001,0.08972222,0.5628314936245893,0,20845
2381,0.95653385,0.762540817,0.83342593,0.5905150923236223,1,29445
2382,0.95127597,0.7649181490000001,0.9837037,0.6508164463582727,1,28349
2383,0.88468683,0.750160336,0.96050926,0.5213466313158939,1,26678
2384,0.94342949,0.791904211,0.8637037,0.6651004578081402,1,35346
2385,0.98390191,0.791904211,0.9925,0.7327461560504182,1,15090
2386,0.70211791,0.667688727,0.64009259,0.7410321373049641,1,10873
2387,0.61278259,0.6673185229999999,0.67689815,0.6043922231365682,1,33552
2388,0.96903162,0.791904211,0.90009259,0.6575161120415364,1,24152
2389,0.94484318,0.77780211,0.82151852,0.930204248579254,1,3043
2390,0.93178505,0.779914856,0.77638047,0.5458604119021855,1,7341
2391,0.24434888,0.345858276,0.05722222,0.6409167031104952,0,34563
2392,0.81340576,0.721318603,0.82305556,0.6347567451966734,1,26617
2393,0.30416332,0.337057471,0.08175926,0.6333693330218725,0,28608
2394,0.92265857,0.71465528,0.9712037,0.7254883579659458,1,26755
2395,0.94410086,0.571898103,0.97148148,0.5943581323981113,1,19406
2396,0.82832223,0.73807466,0.95277778,0.6564402037531167,1,33344
2397,0.97091372,0.791904211,0.97444444,0.6510296010513175,1,16408
2398,0.94408668,0.748975873,0.96175926,0.6467170667050353,1,16177
2399,0.86349243,0.761431992,0.95607143,0.6820269120390676,1,7622
2400,0.94907699,0.753093243,0.96791667,0.6695073737696917,1,21172
2401,0.94711455,0.779914856,0.94962963,0.5237287000105643,1,26536
2402,0.63220102,0.6673185229999999,0.15464597,0.6247269844211119,0,20871
2403,0.56295354,0.675788343,0.11962963,0.6921551742919936,0,25947
2404,0.86631511,0.657938421,0.97037037,0.7214596169365466,1,12701
2405,0.60742416,0.527414143,0.0950463,0.5585958417953737,0,16148
2406,0.95366467,0.788668275,0.97481481,0.6473046917035021,1,9828
2407,0.93300573,0.77780211,0.95342593,0.515973241780332,1,460
2408,0.26153358,0.32651352899999997,0.08175926,0.6378852030572016,0,36818
2409,0.956021,0.791904211,0.9699537,0.6858387249417361,1,33842
2410,0.76452191,0.631034791,0.94888889,0.7320142078257047,1,2822
2411,0.97093195,0.779914856,0.87259259,0.6296349202730896,1,11302
2412,0.96084794,0.774409413,0.95759259,0.5204833818857859,1,22464
2413,0.64477488,0.606363833,0.69796296,0.6227554294182778,1,258
2414,0.93277091,0.761431992,0.98513757,0.7041308556358775,1,10392
2415,0.94146628,0.761431992,0.92712963,0.6003355470089632,1,20525
2416,0.04230527,0.24644354,0.03842593,0.6602635741497104,0,5745
2417,0.93907806,0.7382919790000001,0.88916667,0.6388194903491766,1,7773
2418,0.56749746,0.43531611600000003,0.91578704,0.5760138066036341,1,14026
2419,0.96291965,0.779914856,0.88888889,0.531421871674046,1,34133
2420,0.47039443,0.37393692100000003,0.90055556,0.5631255679847387,1,25399
2421,0.03864109,0.237399742,0.04425926,0.5302007157096557,0,14011
2422,0.89507199,0.761431992,0.9762037,0.7232065629130175,1,23831
2423,0.95250651,0.777491391,0.91157407,0.6803753901712138,1,23019
2424,0.51980702,0.5252275470000001,0.57476852,0.42572639949895424,0,19527
2425,0.92572641,0.732312262,0.77796296,0.479345584949972,1,22770
2426,0.42704339,0.412089407,0.085,0.4182821220825657,0,14285
2427,0.07464974,0.29061147600000004,0.3824537,0.5540501372448565,0,25573
2428,0.74833214,0.461370945,0.95592593,0.7080030005225125,1,37367
2429,0.92663356,0.761431992,0.98178846,0.7551593607593996,1,30561
2430,0.28809076,0.21854724,0.89333333,0.5238716274244092,1,1002
2431,0.72374544,0.5520358679999999,0.92185185,0.5518846422809072,1,10184
2432,0.60199851,0.418902218,0.91486111,0.7064043987488992,1,30282
2433,0.92600587,0.7107041479999999,0.97185185,0.7019602999787959,1,4734
2434,0.88460798,0.721318603,0.96092593,0.6146949231291498,1,18911
2435,0.24746716,0.32839930100000003,0.38439815,0.5542774726291683,0,4329
2436,0.95532625,0.779914856,0.97111111,0.6646597654546498,1,4085
2437,0.35339772,0.424938291,0.08157407,0.6777815655236296,0,37574
2438,0.96936783,0.791904211,0.92175926,0.7003468425475945,1,22086
2439,0.90214946,0.76067394,0.79218519,0.5143322805574498,1,8688
2440,0.97947034,0.791904211,0.98550926,0.6954406257329456,1,36221
2441,0.07848858,0.294449836,0.04557407,0.555291774989859,0,27041
2442,0.33661645,0.37393692100000003,0.07884259,0.6012800943099761,0,7978
2443,0.50522768,0.706617713,0.12333333,0.5804768403489807,0,19750
2444,0.05637307,0.24644354,0.03583333,0.5197393483500847,0,13969
2445,0.93106016,0.737796426,0.95546296,0.6540344561916575,1,2932
2446,0.87544474,0.691396892,0.95472222,0.5467758556115514,1,23916
2447,0.76547762,0.47190842,0.92448148,0.5477711906842561,1,1415
2448,0.9269003,0.761431992,0.9887963,0.6777681652308062,1,12726
2449,0.97049809,0.791904211,0.94592593,0.7469873267566198,1,25590
2450,0.68853792,0.461370945,0.60694444,0.6647434038962075,0,11803
2451,0.75028567,0.5934186579999999,0.74037037,0.6710129039097905,1,22233
2452,0.94615315,0.7382919790000001,0.84777778,0.7054704064786924,1,4295
2453,0.87830148,0.761431992,0.96773148,0.7138733357372209,1,10537
2454,0.93337771,0.777491391,0.84166667,0.7480634149481091,1,24869
2455,0.893754,0.6973961,0.97277778,0.720123997251192,1,1041
2456,0.32305663,0.424938291,0.07523148,0.6276434662034037,0,35274
2457,0.23595875,0.43572431799999994,0.07898148,0.591765089562167,0,819
2458,0.93890902,0.788668275,0.96842593,0.6585352801761263,1,35738
2459,0.86225544,0.761431992,0.85106481,0.5750640590749323,1,21889
2460,0.92253704,0.7493952509999999,0.96222222,0.6731129575208982,1,33166
2461,0.87788738,0.788668275,0.73022222,0.6142672090485147,1,36674
2462,0.81980552,0.616421044,0.65143519,0.4710366824803027,1,508
2463,0.97442341,0.791904211,0.97583333,0.6196609824799221,1,22112
2464,0.85204443,0.61449343,0.95092593,0.5092270777206109,1,26400
2465,0.92875085,0.753093243,0.95574074,0.43453762103762456,1,17891
2466,0.89103565,0.703049898,0.74194444,0.5345043484153464,0,14835
2467,0.363287,0.43531611600000003,0.07671296,0.7014977674224432,0,38890
2468,0.93754243,0.761431992,0.8912037,0.6861891386983151,1,17032
2469,0.88930384,0.791904211,0.22273148,0.6659730082273215,0,12688
2470,0.48252232,0.48235917100000003,0.89824074,0.360169182241016,1,35650
2471,0.68792584,0.706292033,0.93777778,0.5366345073494134,1,29352
2472,0.85827019,0.703049898,0.9462037,0.5242224522113003,1,13018
2473,0.56997926,0.434360355,0.48537037,0.5814179876779677,1,37683
2474,0.97206858,0.791904211,0.89324074,0.670003831703964,1,26778
2475,0.9404913,0.777491391,0.97240741,0.5630105545692764,1,8255
2476,0.96952095,0.791904211,0.81550926,0.7374720708563605,1,13594
2477,0.72721577,0.667688727,0.16435185,0.705695265855687,0,13476
2478,0.55126571,0.49690753200000004,0.10685185,0.7157918891785395,0,20717
2479,0.80988878,0.691396892,0.73851852,0.4975305189217142,1,8404
2480,0.89075475,0.7216505999999999,0.9375463,0.6198669896722246,1,9120
2481,0.89907134,0.73807466,0.99092593,0.6901634126703249,1,10517
2482,0.39727769,0.40212047100000003,0.90907407,0.6333665848488318,1,26877
2483,0.93311664,0.737796426,0.95814815,0.6755651896762136,1,919
2484,0.66452136,0.6770535109999999,0.65935185,0.6278703329454699,1,16958
2485,0.63713243,0.44901135600000003,0.9075,0.522442905897052,1,12322
2486,0.9788525,0.791904211,0.99212963,0.6959618109993817,1,29490
2487,0.93557649,0.774409413,0.97046296,0.5351519653516978,1,7801
2488,0.82101673,0.761431992,0.93740741,0.5904062859512449,1,4089
2489,0.95765513,0.791904211,0.97509259,0.6336945785112539,1,5349
2490,0.61291162,0.6673185229999999,0.15592593,0.6597201672304512,0,24874
2491,0.20586088,0.393252879,0.05818519,0.6706790533002575,0,34609
2492,0.6977879,0.6563870310000001,0.9287963,0.7302303825827612,1,18814
2493,0.98088675,0.791904211,0.95740741,0.7399370681440888,1,13568
2494,0.96638596,0.788668275,0.97583333,0.6885472923064395,1,9994
2495,0.89109133,0.606363833,0.96351852,0.5719992027946739,1,16474
2496,0.36089365,0.400548786,0.08592593,0.5607720699157659,0,23099
2497,0.95216715,0.791904211,0.97990741,0.6015969378063362,1,271
2498,0.89118879,0.721318603,0.97111111,0.5699232680725257,1,37629
2499,0.82228807,0.73807466,0.96972222,0.6106387381557221,1,4018
2500,0.90482519,0.7382919790000001,0.84462963,0.6922918599475831,1,11329
2501,0.9514278,0.779914856,0.96638889,0.6385954684739789,1,25924
2502,0.97900724,0.791904211,0.98888889,0.806152644173578,1,31903
2503,0.96983537,0.791904211,0.97972222,0.6671415946040947,1,35688
2504,0.9453214,0.721318603,0.97527778,0.6807810542542041,1,2142
2505,0.78606781,0.6673185229999999,0.94685185,0.7116733296313207,1,28317
2506,0.94362575,0.753093243,0.7362963,0.4007264871142394,1,21698
2507,0.93445506,0.779914856,0.88407407,0.6321350788552846,1,3217
2508,0.9797795,0.791904211,0.98268519,0.6855015237003839,1,37605
2509,0.87958271,0.761431992,0.83694444,0.5948985956823631,1,34950
2510,0.95695866,0.71465528,0.97361111,0.5674678150232934,1,33069
2511,0.97477653,0.791904211,0.97787037,0.6822566685799828,1,33822
2512,0.95921171,0.791904211,0.95657407,0.6780500644229351,1,17899
2513,0.82769462,0.724326134,0.91925926,0.4941627820848029,1,16431
2514,0.83491022,0.721318603,0.805,0.5456077385444454,1,31979
2515,0.9023196,0.73807466,0.98361111,0.7209422873546114,1,26368
2516,0.08046921,0.230392873,0.04611111,0.5301896366027,0,4047
2517,0.911757,0.7776451109999999,0.96023148,0.4564394636773951,1,25032
2518,0.70537409,0.6864215140000001,0.58898148,0.5494162462996135,1,32634
2519,0.09194672,0.24644354,0.05814815,0.5983642942961026,0,33339
2520,0.96967268,0.791904211,0.98583333,0.6745368830494732,1,31900
2521,0.85065044,0.68817234,0.95509259,0.6529152075603485,1,27810
2522,0.40301768,0.519986093,0.08046296,0.5503868831877787,0,18819
2523,0.94515771,0.761431992,0.9725,0.5886319514275538,1,13775
2524,0.45860735,0.365658462,0.48898148,0.6360765512157645,1,38286
2525,0.96190543,0.791904211,0.9837963,0.6670612250872818,1,27884
2526,0.29383705,0.26746884,0.09648148,0.5779376469097103,0,15239
2527,0.40728507,0.507984281,0.54398148,0.4995959056306575,1,8281
2528,0.94769482,0.774409413,0.9637037,0.6582589048091141,1,36189
2529,0.77623663,0.753093243,0.11111111,0.3604574916834416,0,15445
2530,0.92525723,0.791904211,0.76884259,0.6782122934016002,1,17504
2531,0.05111943,0.21854724,0.24268519,0.2837095511629702,0,27682
2532,0.58127173,0.470939279,0.90962963,0.5910234248706622,1,365
2533,0.89195467,0.653565347,0.78546296,0.7399242082069104,1,39204
2534,0.75130297,0.43531611600000003,0.94324074,0.7745815788794612,1,35573
2535,0.96361977,0.779914856,0.91722222,0.6355624726321655,1,36274
2536,0.93898169,0.73807466,0.98174217,0.7107380658812646,1,18132
2537,0.58610631,0.6973961,0.13027778,0.6808093939910775,0,38477
2538,0.90302432,0.703049898,0.95592593,0.4822913892532701,1,8621
2539,0.92498403,0.7776451109999999,0.71111111,0.5858067584493608,1,25179
2540,0.09078725,0.249429703,0.03287037,0.4318326104008529,0,33380
2541,0.15632228,0.37393692100000003,0.05481481,0.6327765748672265,0,22618
2542,0.95274384,0.791904211,0.96490741,0.7013642892135844,1,34661
2543,0.94606442,0.721318603,0.98036518,0.4988613131750654,1,13473
2544,0.8502139,0.6563870310000001,0.9637037,0.6369415052088828,1,22408
2545,0.9375761,0.753093243,0.97064815,0.3657529424392655,1,32957
2546,0.14361289,0.29061147600000004,0.05167608,0.6098199223755247,0,38126
2547,0.92111573,0.779914856,0.23625,0.5670392643268358,0,3690
2548,0.95627301,0.791904211,0.92152778,0.6332935353394195,1,38943
2549,0.91813763,0.73807466,0.89518519,0.675320937150984,1,20363
2550,0.95960541,0.76067394,0.97212963,0.6189279377102664,1,170
2551,0.0488083,0.238478899,0.31564815,0.5934269485644107,0,37689
